country_code,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
FRA,0.0,0.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,18.0,38.0,57.0,100.0,130.0,191.0,204.0,285.0,377.0,653.0,949.0,1126.0,1209.0,1784.0,2281.0,2281.0,3661.0,4469.0,4499.0,6633.0,7652.0,9043.0,10871.0,12612.0,14282.0,16018.0,19856.0,22304.0,25233.0,29155.0,32964.0,37575.0,40174.0,44550.0,52128.0,56989.0,59105.0,64338.0,68605.0,70478.0,74390.0,78167.0,82048.0,86334.0,90676.0,93790.0,120633.0,124298.0,129257.0,132473.0,144944.0,146923.0,146906.0,151808.0,154188.0,156921.0,154715.0,157026.0,158636.0,160292.0,160847.0,164589.0,167605.0,165093.0,165764.0,165764.0,166976.0,167272.0,167886.0,168935.0,172465.0,173040.0,174318.0,174758.0
FRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,11.0,18.0,47.0,58.0,72.0,80.0,92.0,115.0,118.0,122.0,132.0,140.0,144.0,155.0,159.0,168.0,169.0,173.0,177.0,179.0,181.0,181.0,183.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,185.0,185.0,185.0,185.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,16.0,18.0,21.0,21.0,21.0,21.0,24.0,30.0,34.0,44.0,44.0,46.0,49.0,57.0,57.0,80.0,80.0,108.0,108.0,109.0,120.0,156.0,166.0,167.0,172.0,176.0,176.0,211.0,238.0,276.0,276.0,276.0,335.0,335.0,367.0,397.0,397.0,504.0,620.0,661.0
GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,15.0,20.0,23.0,36.0,40.0,51.0,85.0,115.0,163.0,206.0,273.0,321.0,382.0,456.0,456.0,798.0,1140.0,1140.0,1543.0,1950.0,2626.0,2689.0,3983.0,5018.0,5683.0,6650.0,8077.0,9529.0,11658.0,14543.0,17089.0,19522.0,22141.0,25150.0,29474.0,33718.0,38168.0,41903.0,47806.0,51608.0,55242.0,60733.0,65077.0,73758.0,78991.0,84279.0,88621.0,93873.0,98476.0,103093.0,108692.0,114217.0,120067.0,124743.0,129044.0,133495.0,138078.0,143464.0,148377.0,152840.0,157149.0,161145.0,165221.0,171253.0,177454.0,182260.0,186599.0,190584.0,194990.0,201101.0,206715.0,211364.0,215260.0
GEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,13.0,15.0,15.0,24.0,24.0,25.0,30.0,33.0,33.0,34.0,38.0,40.0,43.0,49.0,54.0,61.0,70.0,75.0,79.0,83.0,90.0,91.0,103.0,110.0,117.0,134.0,155.0,162.0,174.0,188.0,196.0,211.0,218.0,234.0,242.0,257.0,272.0,300.0,306.0,348.0,370.0,388.0,394.0,402.0,408.0,416.0,425.0,444.0,456.0,486.0,497.0,511.0,517.0,539.0,566.0,582.0,589.0,593.0,604.0,610.0,615.0,623.0,626.0
GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,7.0,7.0,11.0,16.0,19.0,23.0,27.0,53.0,93.0,132.0,137.0,141.0,152.0,152.0,161.0,195.0,204.0,205.0,205.0,214.0,214.0,287.0,313.0,378.0,378.0,408.0,566.0,566.0,636.0,636.0,641.0,641.0,834.0,1042.0,1042.0,1042.0,1154.0,1154.0,1279.0,1279.0,1550.0,1550.0,1671.0,1671.0,2074.0,2074.0,2169.0,2169.0,2719.0,2719.0,3091.0,3091.0,4012.0,4263.0
GIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,10.0,10.0,10.0,15.0,15.0,15.0,26.0,35.0,55.0,56.0,65.0,69.0,69.0,81.0,88.0,95.0,98.0,103.0,109.0,113.0,120.0,123.0,127.0,129.0,129.0,129.0,129.0,131.0,131.0,132.0,132.0,132.0,132.0,132.0,132.0,133.0,133.0,136.0,141.0,141.0,141.0,141.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,146.0,146.0
GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,8.0,8.0,16.0,22.0,22.0,30.0,52.0,73.0,111.0,121.0,128.0,144.0,164.0,194.0,212.0,250.0,250.0,319.0,363.0,404.0,438.0,477.0,518.0,579.0,622.0,688.0,761.0,862.0,954.0,996.0,996.0,1163.0,1240.0,1351.0,1495.0,1537.0,1586.0,1586.0,1710.0,1811.0,1856.0,1927.0,2009.0,2042.0
GLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,18.0,27.0,33.0,45.0,53.0,58.0,62.0,62.0,73.0,73.0,73.0,102.0,106.0,106.0,114.0,125.0,128.0,130.0,134.0,135.0,135.0,139.0,141.0,141.0,143.0,143.0,143.0,143.0,145.0,145.0,145.0,145.0,148.0,148.0,148.0,148.0,148.0,148.0,149.0,149.0,149.0,149.0,149.0,149.0,151.0,152.0,152.0,152.0,152.0,152.0,152.0,153.0,154.0,154.0
GMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,17.0,17.0,17.0,17.0,17.0,18.0,20.0,20.0
GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,9.0,15.0,18.0,18.0,18.0,33.0,33.0,36.0,36.0,38.0,38.0,38.0,38.0,43.0,43.0,43.0,46.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,53.0,73.0,73.0,205.0,205.0,257.0,257.0,257.0,413.0,413.0,475.0,564.0,594.0,641.0
GNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,21.0,21.0,41.0,51.0,51.0,79.0,79.0,79.0,79.0,83.0,84.0,84.0,214.0,258.0,258.0,258.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,439.0,439.0,439.0,439.0
GRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,7.0,7.0,7.0,9.0,31.0,45.0,46.0,73.0,73.0,89.0,99.0,99.0,190.0,228.0,331.0,331.0,387.0,418.0,418.0,495.0,530.0,624.0,695.0,743.0,821.0,892.0,966.0,1061.0,1156.0,1212.0,1314.0,1415.0,1544.0,1613.0,1673.0,1735.0,1755.0,1832.0,1884.0,1955.0,2011.0,2081.0,2114.0,2145.0,2170.0,2192.0,2207.0,2224.0,2235.0,2235.0,2245.0,2401.0,2408.0,2463.0,2490.0,2506.0,2517.0,2534.0,2566.0,2576.0,2591.0,2612.0,2620.0,2626.0,2632.0,2642.0,2663.0,2678.0,2691.0,2710.0
GRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
GRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
GTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,9.0,12.0,17.0,19.0,20.0,21.0,24.0,25.0,28.0,34.0,34.0,36.0,38.0,39.0,47.0,50.0,61.0,61.0,70.0,77.0,87.0,95.0,126.0,137.0,155.0,156.0,167.0,180.0,196.0,214.0,235.0,257.0,289.0,294.0,316.0,384.0,430.0,473.0,500.0,530.0,530.0,557.0,599.0,644.0,688.0,703.0,730.0,763.0,798.0,832.0,900.0,967.0
GUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,11.0,11.0,11.0,11.0,15.0,18.0,18.0,20.0,23.0,28.0,28.0,28.0,28.0,28.0,43.0,43.0,51.0,51.0,57.0,61.0,61.0,72.0,72.0,77.0,83.0,83.0,83.0,86.0,86.0,86.0,86.0,86.0,96.0,96.0,96.0,97.0,97.0,97.0,107.0,111.0,111.0,111.0,111.0,125.0,125.0,126.0,128.0,128.0,128.0,133.0,133.0,138.0,138.0,141.0,141.0
GUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,19.0,20.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,12.0,19.0,19.0,23.0,23.0,24.0,31.0,33.0,37.0,37.0,37.0,45.0,45.0,45.0,47.0,55.0,55.0,63.0,63.0,65.0,65.0,66.0,67.0,70.0,73.0,73.0,74.0,74.0,74.0,78.0,82.0,82.0,82.0,82.0,92.0,93.0,93.0,93.0,94.0,94.0
HKG,0.0,2.0,2.0,5.0,8.0,8.0,8.0,10.0,10.0,12.0,13.0,15.0,15.0,17.0,21.0,24.0,25.0,26.0,29.0,38.0,49.0,50.0,53.0,56.0,56.0,57.0,60.0,62.0,63.0,68.0,68.0,69.0,74.0,79.0,84.0,91.0,92.0,94.0,95.0,96.0,100.0,100.0,105.0,105.0,107.0,108.0,114.0,115.0,120.0,126.0,129.0,134.0,140.0,145.0,155.0,162.0,181.0,208.0,256.0,273.0,317.0,356.0,386.0,410.0,453.0,519.0,561.0,641.0,682.0,714.0,765.0,802.0,845.0,862.0,890.0,914.0,935.0,960.0,973.0,989.0,1000.0,1004.0,1009.0,1012.0,1017.0,1017.0,1021.0,1024.0,1025.0,1025.0,1029.0,1033.0,1035.0,1035.0,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,1039.0,1039.0,1039.0,1040.0,1040.0,1040.0,1044.0,1044.0,1044.0
HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,8.0,9.0,12.0,24.0,24.0,26.0,30.0,30.0,36.0,52.0,68.0,95.0,110.0,139.0,141.0,172.0,219.0,222.0,264.0,268.0,298.0,305.0,312.0,343.0,382.0,392.0,393.0,397.0,407.0,419.0,426.0,442.0,457.0,472.0,477.0,494.0,510.0,519.0,591.0,627.0,627.0,661.0,702.0,738.0,771.0,804.0,1010.0,1055.0,1178.0,1270.0,1461.0,1685.0,1771.0,1830.0
HRV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,6.0,7.0,7.0,9.0,10.0,10.0,11.0,12.0,12.0,12.0,14.0,19.0,19.0,32.0,38.0,49.0,57.0,65.0,81.0,105.0,128.0,206.0,254.0,315.0,382.0,442.0,495.0,586.0,657.0,713.0,790.0,867.0,963.0,1011.0,1079.0,1126.0,1182.0,1222.0,1282.0,1343.0,1407.0,1495.0,1534.0,1600.0,1650.0,1704.0,1741.0,1791.0,1814.0,1832.0,1871.0,1881.0,1908.0,1950.0,1981.0,2009.0,2016.0,2030.0,2039.0,2047.0,2062.0,2076.0,2085.0,2088.0,2096.0,2101.0,2112.0,2119.0,2125.0,2161.0,2176.0
HTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,7.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,16.0,16.0,18.0,20.0,21.0,24.0,25.0,27.0,30.0,31.0,33.0,33.0,40.0,40.0,41.0,41.0,43.0,44.0,47.0,57.0,57.0,62.0,72.0,72.0,72.0,74.0,76.0,76.0,76.0,81.0,85.0,85.0,88.0,100.0,101.0,101.0,129.0,146.0,151.0
HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,9.0,9.0,13.0,13.0,19.0,30.0,32.0,39.0,50.0,58.0,73.0,85.0,103.0,131.0,167.0,187.0,226.0,261.0,300.0,343.0,408.0,447.0,492.0,525.0,585.0,623.0,678.0,733.0,744.0,817.0,895.0,980.0,1190.0,1310.0,1410.0,1458.0,1512.0,1579.0,1652.0,1763.0,1834.0,1916.0,1984.0,2098.0,2168.0,2284.0,2443.0,2443.0,2500.0,2583.0,2649.0,2727.0,2775.0,2863.0,2942.0,2998.0,3035.0,3065.0,3111.0,3150.0,3178.0,3213.0
IDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,19.0,27.0,34.0,34.0,69.0,96.0,117.0,134.0,172.0,227.0,311.0,369.0,450.0,514.0,579.0,686.0,790.0,893.0,1046.0,1155.0,1285.0,1414.0,1528.0,1677.0,1790.0,1986.0,2092.0,2273.0,2491.0,2738.0,2956.0,3293.0,3512.0,3842.0,4241.0,4557.0,4839.0,5136.0,5516.0,5923.0,6248.0,6575.0,6760.0,7135.0,7418.0,7775.0,8211.0,8607.0,8882.0,9096.0,9511.0,9771.0,10118.0,10551.0,10843.0,11192.0,11587.0,12071.0,12438.0,12776.0,13112.0,13645.0
IMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,23.0,23.0,25.0,29.0,32.0,42.0,49.0,60.0,68.0,95.0,114.0,126.0,127.0,139.0,150.0,158.0,190.0,201.0,226.0,228.0,242.0,254.0,256.0,284.0,291.0,297.0,298.0,300.0,307.0,307.0,307.0,308.0,308.0,308.0,308.0,309.0,313.0,315.0,316.0,320.0,321.0,325.0,326.0,327.0,329.0,329.0,329.0
IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,28.0,30.0,31.0,34.0,39.0,43.0,56.0,62.0,73.0,82.0,102.0,113.0,119.0,142.0,156.0,194.0,244.0,330.0,396.0,499.0,536.0,657.0,727.0,887.0,987.0,1024.0,1251.0,1397.0,1998.0,2543.0,2567.0,3082.0,3588.0,4778.0,5311.0,5916.0,6725.0,7598.0,8446.0,9205.0,10453.0,11487.0,12322.0,13430.0,14352.0,15722.0,17615.0,18539.0,20080.0,21370.0,23077.0,24530.0,26283.0,27890.0,29451.0,31324.0,33062.0,34863.0,37257.0,39699.0,42505.0,46437.0,49400.0,52987.0,56351.0,59695.0,62808.0
IRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,6.0,18.0,18.0,19.0,21.0,34.0,43.0,43.0,90.0,129.0,129.0,169.0,223.0,292.0,557.0,683.0,785.0,906.0,1125.0,1329.0,1564.0,1819.0,2121.0,2415.0,2615.0,2910.0,3235.0,3447.0,3849.0,4273.0,4604.0,4994.0,5364.0,5709.0,6074.0,6574.0,8089.0,8928.0,9655.0,10647.0,11479.0,12547.0,13271.0,13980.0,14758.0,15251.0,15652.0,16040.0,16671.0,17607.0,18184.0,18561.0,19262.0,19648.0,19877.0,20253.0,20612.0,20833.0,21176.0,21506.0,21772.0,21983.0,22248.0,22385.0,22541.0,22760.0
IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,18.0,28.0,43.0,61.0,95.0,139.0,245.0,388.0,593.0,978.0,1501.0,2336.0,2922.0,3513.0,4747.0,5823.0,6566.0,7161.0,8042.0,9000.0,10075.0,11364.0,12729.0,13938.0,14991.0,16169.0,17361.0,18407.0,19644.0,20610.0,21638.0,23049.0,24811.0,27017.0,29406.0,32332.0,35408.0,38309.0,41495.0,44605.0,47593.0,50468.0,53183.0,55743.0,58226.0,60500.0,62589.0,64586.0,66220.0,68192.0,70029.0,71686.0,73303.0,74877.0,76389.0,77995.0,79494.0,80868.0,82211.0,83505.0,84802.0,85996.0,87026.0,88194.0,89328.0,90481.0,91472.0,92584.0,93657.0,94640.0,95646.0,96448.0,97424.0,98647.0,99970.0,101650.0,103135.0,104691.0,106220.0
IRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,7.0,13.0,19.0,26.0,32.0,35.0,35.0,40.0,54.0,60.0,60.0,71.0,71.0,71.0,101.0,110.0,116.0,124.0,154.0,164.0,192.0,208.0,214.0,233.0,266.0,316.0,346.0,382.0,458.0,506.0,547.0,630.0,694.0,728.0,772.0,820.0,878.0,961.0,1031.0,1122.0,1202.0,1232.0,1279.0,1318.0,1352.0,1378.0,1400.0,1415.0,1434.0,1482.0,1513.0,1539.0,1574.0,1602.0,1631.0,1677.0,1708.0,1763.0,1820.0,1847.0,1928.0,2003.0,2085.0,2153.0,2219.0,2296.0,2346.0,2431.0,2480.0,2543.0,2603.0,2679.0
